Points with non-zero HEIDI values:
Point 0 -> Point 0, HEIDI Value: 3.0000
Point 1 -> Point 71, HEIDI Value: 1.0000
Point 1 -> Point 106, HEIDI Value: 1.0000
Point 1 -> Point 129, HEIDI Value: 1.0000
Point 1 -> Point 134, HEIDI Value: 1.0000
Point 1 -> Point 136, HEIDI Value: 1.0000
Point 1 -> Point 150, HEIDI Value: 1.0000
Point 1 -> Point 164, HEIDI Value: 1.0000
Point 1 -> Point 167, HEIDI Value: 1.0000
Point 1 -> Point 168, HEIDI Value: 1.0000
Point 1 -> Point 172, HEIDI Value: 1.0000
Point 1 -> Point 176, HEIDI Value: 1.0000
Point 1 -> Point 177, HEIDI Value: 1.0000
Point 1 -> Point 198, HEIDI Value: 1.0000
Point 1 -> Point 204, HEIDI Value: 1.0000
Point 1 -> Point 209, HEIDI Value: 1.0000
Point 1 -> Point 221, HEIDI Value: 1.0000
Point 1 -> Point 240, HEIDI Value: 1.0000
Point 1 -> Point 265, HEIDI Value: 1.0000
Point 1 -> Point 283, HEIDI Value: 1.0000
Point 1 -> Point 298, HEIDI Value: 1.0000
Point 2 -> Point 1, HEIDI Value: 1.0000
Point 2 -> Point 5, HEIDI Value: 1.0000
Point 2 -> Point 15, HEIDI Value: 1.0000
Point 2 -> Point 71, HEIDI Value: 1.0000
Point 2 -> Point 87, HEIDI Value: 1.0000
Point 2 -> Point 105, HEIDI Value: 1.0000
Point 2 -> Point 123, HEIDI Value: 1.0000
Point 2 -> Point 147, HEIDI Value: 1.0000
Point 2 -> Point 164, HEIDI Value: 1.0000
Point 2 -> Point 168, HEIDI Value: 1.0000
Point 2 -> Point 177, HEIDI Value: 1.0000
Point 2 -> Point 191, HEIDI Value: 1.0000
Point 2 -> Point 196, HEIDI Value: 1.0000
Point 2 -> Point 204, HEIDI Value: 1.0000
Point 2 -> Point 206, HEIDI Value: 1.0000
Point 2 -> Point 242, HEIDI Value: 1.0000
Point 2 -> Point 253, HEIDI Value: 1.0000
Point 2 -> Point 265, HEIDI Value: 1.0000
Point 2 -> Point 288, HEIDI Value: 1.0000
Point 3 -> Point 0, HEIDI Value: 1.0000
Point 3 -> Point 62, HEIDI Value: 1.0000
Point 3 -> Point 88, HEIDI Value: 1.0000
Point 3 -> Point 89, HEIDI Value: 1.0000
Point 3 -> Point 92, HEIDI Value: 1.0000
Point 3 -> Point 107, HEIDI Value: 1.0000
Point 3 -> Point 122, HEIDI Value: 1.0000
Point 3 -> Point 124, HEIDI Value: 1.0000
Point 3 -> Point 130, HEIDI Value: 1.0000
Point 3 -> Point 138, HEIDI Value: 1.0000
Point 3 -> Point 141, HEIDI Value: 1.0000
Point 3 -> Point 165, HEIDI Value: 1.0000
Point 3 -> Point 208, HEIDI Value: 1.0000
Point 3 -> Point 235, HEIDI Value: 1.0000
Point 3 -> Point 252, HEIDI Value: 1.0000
Point 3 -> Point 265, HEIDI Value: 1.0000
Point 4 -> Point 10, HEIDI Value: 1.0000
Point 4 -> Point 16, HEIDI Value: 1.0000
Point 4 -> Point 49, HEIDI Value: 1.0000
Point 4 -> Point 60, HEIDI Value: 1.0000
Point 4 -> Point 72, HEIDI Value: 1.0000
Point 4 -> Point 75, HEIDI Value: 1.0000
Point 4 -> Point 79, HEIDI Value: 1.0000
Point 4 -> Point 84, HEIDI Value: 1.0000
Point 4 -> Point 105, HEIDI Value: 1.0000
Point 4 -> Point 109, HEIDI Value: 1.0000
Point 4 -> Point 114, HEIDI Value: 1.0000
Point 4 -> Point 144, HEIDI Value: 1.0000
Point 4 -> Point 184, HEIDI Value: 1.0000
Point 4 -> Point 199, HEIDI Value: 1.0000
Point 4 -> Point 211, HEIDI Value: 1.0000
Point 4 -> Point 222, HEIDI Value: 1.0000
Point 4 -> Point 227, HEIDI Value: 1.0000
Point 4 -> Point 232, HEIDI Value: 1.0000
Point 4 -> Point 239, HEIDI Value: 1.0000
Point 4 -> Point 245, HEIDI Value: 1.0000
Point 4 -> Point 269, HEIDI Value: 1.0000
Point 5 -> Point 2, HEIDI Value: 1.0000
Point 5 -> Point 15, HEIDI Value: 1.0000
Point 5 -> Point 24, HEIDI Value: 1.0000
Point 5 -> Point 34, HEIDI Value: 1.0000
Point 5 -> Point 47, HEIDI Value: 1.0000
Point 5 -> Point 49, HEIDI Value: 1.0000
Point 5 -> Point 56, HEIDI Value: 1.0000
Point 5 -> Point 60, HEIDI Value: 1.0000
Point 5 -> Point 87, HEIDI Value: 1.0000
Point 5 -> Point 100, HEIDI Value: 1.0000
Point 5 -> Point 136, HEIDI Value: 1.0000
Point 5 -> Point 147, HEIDI Value: 1.0000
Point 5 -> Point 152, HEIDI Value: 1.0000
Point 5 -> Point 181, HEIDI Value: 1.0000
Point 5 -> Point 244, HEIDI Value: 1.0000
Point 5 -> Point 258, HEIDI Value: 1.0000
Point 5 -> Point 261, HEIDI Value: 1.0000
Point 5 -> Point 269, HEIDI Value: 1.0000
Point 5 -> Point 274, HEIDI Value: 1.0000
Point 6 -> Point 0, HEIDI Value: 1.0000
Point 6 -> Point 13, HEIDI Value: 1.0000
Point 6 -> Point 25, HEIDI Value: 1.0000
Point 6 -> Point 29, HEIDI Value: 1.0000
Point 6 -> Point 61, HEIDI Value: 1.0000
Point 6 -> Point 73, HEIDI Value: 1.0000
Point 6 -> Point 90, HEIDI Value: 1.0000
Point 6 -> Point 91, HEIDI Value: 1.0000
Point 6 -> Point 118, HEIDI Value: 1.0000
Point 6 -> Point 121, HEIDI Value: 1.0000
Point 6 -> Point 157, HEIDI Value: 1.0000
Point 6 -> Point 171, HEIDI Value: 1.0000
Point 6 -> Point 172, HEIDI Value: 1.0000
Point 6 -> Point 173, HEIDI Value: 1.0000
Point 6 -> Point 180, HEIDI Value: 1.0000
Point 6 -> Point 205, HEIDI Value: 1.0000
Point 6 -> Point 228, HEIDI Value: 1.0000
Point 6 -> Point 234, HEIDI Value: 1.0000
Point 6 -> Point 235, HEIDI Value: 1.0000
Point 6 -> Point 258, HEIDI Value: 1.0000
Point 6 -> Point 295, HEIDI Value: 1.0000
Point 7 -> Point 21, HEIDI Value: 1.0000
Point 7 -> Point 35, HEIDI Value: 1.0000
Point 7 -> Point 63, HEIDI Value: 1.0000
Point 7 -> Point 70, HEIDI Value: 1.0000
Point 7 -> Point 73, HEIDI Value: 1.0000
Point 7 -> Point 85, HEIDI Value: 1.0000
Point 7 -> Point 86, HEIDI Value: 1.0000
Point 7 -> Point 91, HEIDI Value: 1.0000
Point 7 -> Point 115, HEIDI Value: 1.0000
Point 7 -> Point 126, HEIDI Value: 1.0000
Point 7 -> Point 127, HEIDI Value: 1.0000
Point 7 -> Point 133, HEIDI Value: 1.0000
Point 7 -> Point 143, HEIDI Value: 1.0000
Point 7 -> Point 151, HEIDI Value: 1.0000
Point 7 -> Point 185, HEIDI Value: 1.0000
Point 7 -> Point 214, HEIDI Value: 1.0000
Point 7 -> Point 238, HEIDI Value: 1.0000
Point 7 -> Point 250, HEIDI Value: 1.0000
Point 7 -> Point 284, HEIDI Value: 1.0000
Point 8 -> Point 12, HEIDI Value: 1.0000
Point 8 -> Point 30, HEIDI Value: 1.0000
Point 8 -> Point 36, HEIDI Value: 1.0000
Point 8 -> Point 41, HEIDI Value: 1.0000
Point 8 -> Point 47, HEIDI Value: 1.0000
Point 8 -> Point 62, HEIDI Value: 1.0000
Point 8 -> Point 89, HEIDI Value: 1.0000
Point 8 -> Point 124, HEIDI Value: 1.0000
Point 8 -> Point 139, HEIDI Value: 1.0000
Point 8 -> Point 141, HEIDI Value: 1.0000
Point 8 -> Point 156, HEIDI Value: 1.0000
Point 8 -> Point 165, HEIDI Value: 1.0000
Point 8 -> Point 179, HEIDI Value: 1.0000
Point 8 -> Point 199, HEIDI Value: 1.0000
Point 8 -> Point 204, HEIDI Value: 1.0000
Point 8 -> Point 209, HEIDI Value: 1.0000
Point 8 -> Point 212, HEIDI Value: 1.0000
Point 8 -> Point 218, HEIDI Value: 1.0000
Point 8 -> Point 223, HEIDI Value: 1.0000
Point 8 -> Point 241, HEIDI Value: 1.0000
Point 8 -> Point 244, HEIDI Value: 1.0000
Point 8 -> Point 249, HEIDI Value: 1.0000
Point 8 -> Point 253, HEIDI Value: 1.0000
Point 8 -> Point 281, HEIDI Value: 1.0000
Point 8 -> Point 286, HEIDI Value: 1.0000
Point 9 -> Point 0, HEIDI Value: 1.0000
Point 9 -> Point 1, HEIDI Value: 1.0000
Point 9 -> Point 31, HEIDI Value: 1.0000
Point 9 -> Point 50, HEIDI Value: 1.0000
Point 9 -> Point 64, HEIDI Value: 1.0000
Point 9 -> Point 69, HEIDI Value: 1.0000
Point 9 -> Point 118, HEIDI Value: 1.0000
Point 9 -> Point 119, HEIDI Value: 1.0000
Point 9 -> Point 122, HEIDI Value: 1.0000
Point 9 -> Point 136, HEIDI Value: 1.0000
Point 9 -> Point 138, HEIDI Value: 1.0000
Point 9 -> Point 162, HEIDI Value: 1.0000
Point 9 -> Point 168, HEIDI Value: 1.0000
Point 9 -> Point 195, HEIDI Value: 1.0000
Point 9 -> Point 198, HEIDI Value: 1.0000
Point 9 -> Point 202, HEIDI Value: 1.0000
Point 9 -> Point 204, HEIDI Value: 1.0000
Point 9 -> Point 211, HEIDI Value: 1.0000
Point 9 -> Point 268, HEIDI Value: 1.0000
Point 9 -> Point 283, HEIDI Value: 1.0000
Point 9 -> Point 284, HEIDI Value: 1.0000
Point 10 -> Point 4, HEIDI Value: 1.0000
Point 10 -> Point 12, HEIDI Value: 1.0000
Point 10 -> Point 15, HEIDI Value: 1.0000
Point 10 -> Point 18, HEIDI Value: 1.0000
Point 10 -> Point 27, HEIDI Value: 1.0000
Point 10 -> Point 29, HEIDI Value: 1.0000
Point 10 -> Point 49, HEIDI Value: 1.0000
Point 10 -> Point 54, HEIDI Value: 1.0000
Point 10 -> Point 60, HEIDI Value: 1.0000
Point 10 -> Point 72, HEIDI Value: 1.0000
Point 10 -> Point 93, HEIDI Value: 1.0000
Point 10 -> Point 100, HEIDI Value: 1.0000
Point 10 -> Point 105, HEIDI Value: 1.0000
Point 10 -> Point 113, HEIDI Value: 1.0000
Point 10 -> Point 114, HEIDI Value: 1.0000
Point 10 -> Point 116, HEIDI Value: 1.0000
Point 10 -> Point 175, HEIDI Value: 1.0000
Point 10 -> Point 192, HEIDI Value: 1.0000
Point 10 -> Point 203, HEIDI Value: 1.0000
Point 10 -> Point 236, HEIDI Value: 1.0000
Point 10 -> Point 239, HEIDI Value: 1.0000
Point 10 -> Point 250, HEIDI Value: 1.0000
Point 10 -> Point 255, HEIDI Value: 1.0000
Point 10 -> Point 266, HEIDI Value: 1.0000
Point 10 -> Point 293, HEIDI Value: 1.0000
Point 11 -> Point 14, HEIDI Value: 1.0000
Point 11 -> Point 37, HEIDI Value: 1.0000
Point 11 -> Point 43, HEIDI Value: 1.0000
Point 11 -> Point 58, HEIDI Value: 1.0000
Point 11 -> Point 63, HEIDI Value: 1.0000
Point 11 -> Point 88, HEIDI Value: 1.0000
Point 11 -> Point 157, HEIDI Value: 1.0000
Point 11 -> Point 169, HEIDI Value: 1.0000
Point 11 -> Point 190, HEIDI Value: 1.0000
Point 11 -> Point 215, HEIDI Value: 1.0000
Point 11 -> Point 237, HEIDI Value: 1.0000
Point 11 -> Point 251, HEIDI Value: 1.0000
Point 11 -> Point 258, HEIDI Value: 1.0000
Point 11 -> Point 260, HEIDI Value: 1.0000
Point 11 -> Point 264, HEIDI Value: 1.0000
Point 11 -> Point 272, HEIDI Value: 1.0000
Point 11 -> Point 277, HEIDI Value: 1.0000
Point 11 -> Point 289, HEIDI Value: 1.0000
Point 12 -> Point 8, HEIDI Value: 1.0000
Point 12 -> Point 10, HEIDI Value: 1.0000
Point 12 -> Point 15, HEIDI Value: 1.0000
Point 12 -> Point 41, HEIDI Value: 1.0000
Point 12 -> Point 72, HEIDI Value: 1.0000
Point 12 -> Point 100, HEIDI Value: 1.0000
Point 12 -> Point 113, HEIDI Value: 1.0000
Point 12 -> Point 144, HEIDI Value: 1.0000
Point 12 -> Point 199, HEIDI Value: 1.0000
Point 12 -> Point 203, HEIDI Value: 1.0000
Point 12 -> Point 204, HEIDI Value: 1.0000
Point 12 -> Point 218, HEIDI Value: 1.0000
Point 12 -> Point 236, HEIDI Value: 1.0000
Point 12 -> Point 241, HEIDI Value: 1.0000
Point 12 -> Point 249, HEIDI Value: 1.0000
Point 12 -> Point 250, HEIDI Value: 1.0000
Point 12 -> Point 255, HEIDI Value: 1.0000
Point 13 -> Point 6, HEIDI Value: 1.0000
Point 13 -> Point 22, HEIDI Value: 1.0000
Point 13 -> Point 65, HEIDI Value: 1.0000
Point 13 -> Point 91, HEIDI Value: 1.0000
Point 13 -> Point 94, HEIDI Value: 1.0000
Point 13 -> Point 119, HEIDI Value: 1.0000
Point 13 -> Point 172, HEIDI Value: 1.0000
Point 13 -> Point 189, HEIDI Value: 1.0000
Point 13 -> Point 202, HEIDI Value: 1.0000
Point 13 -> Point 205, HEIDI Value: 1.0000
Point 13 -> Point 216, HEIDI Value: 1.0000
Point 13 -> Point 219, HEIDI Value: 1.0000
Point 13 -> Point 228, HEIDI Value: 1.0000
Point 13 -> Point 236, HEIDI Value: 1.0000
Point 14 -> Point 11, HEIDI Value: 1.0000
Point 14 -> Point 33, HEIDI Value: 1.0000
Point 14 -> Point 43, HEIDI Value: 1.0000
Point 14 -> Point 45, HEIDI Value: 1.0000
Point 14 -> Point 70, HEIDI Value: 1.0000
Point 14 -> Point 73, HEIDI Value: 1.0000
Point 14 -> Point 88, HEIDI Value: 1.0000
Point 14 -> Point 90, HEIDI Value: 1.0000
Point 14 -> Point 94, HEIDI Value: 1.0000
Point 14 -> Point 108, HEIDI Value: 1.0000
Point 14 -> Point 121, HEIDI Value: 1.0000
Point 14 -> Point 145, HEIDI Value: 1.0000
Point 14 -> Point 183, HEIDI Value: 1.0000
Point 14 -> Point 190, HEIDI Value: 1.0000
Point 14 -> Point 233, HEIDI Value: 1.0000
Point 14 -> Point 246, HEIDI Value: 1.0000
Point 14 -> Point 259, HEIDI Value: 1.0000
Point 14 -> Point 272, HEIDI Value: 1.0000
Point 14 -> Point 273, HEIDI Value: 1.0000
Point 14 -> Point 295, HEIDI Value: 1.0000
Point 14 -> Point 298, HEIDI Value: 1.0000
Point 15 -> Point 2, HEIDI Value: 1.0000
Point 15 -> Point 5, HEIDI Value: 1.0000
Point 15 -> Point 12, HEIDI Value: 1.0000
Point 15 -> Point 17, HEIDI Value: 1.0000
Point 15 -> Point 28, HEIDI Value: 1.0000
Point 15 -> Point 52, HEIDI Value: 1.0000
Point 15 -> Point 53, HEIDI Value: 1.0000
Point 15 -> Point 87, HEIDI Value: 1.0000
Point 15 -> Point 93, HEIDI Value: 1.0000
Point 15 -> Point 144, HEIDI Value: 1.0000
Point 15 -> Point 152, HEIDI Value: 1.0000
Point 15 -> Point 155, HEIDI Value: 1.0000
Point 15 -> Point 175, HEIDI Value: 1.0000
Point 15 -> Point 231, HEIDI Value: 1.0000
Point 15 -> Point 236, HEIDI Value: 1.0000
Point 15 -> Point 239, HEIDI Value: 1.0000
Point 15 -> Point 244, HEIDI Value: 1.0000
Point 15 -> Point 250, HEIDI Value: 1.0000
Point 15 -> Point 253, HEIDI Value: 1.0000
Point 15 -> Point 274, HEIDI Value: 1.0000
Point 15 -> Point 288, HEIDI Value: 1.0000
Point 16 -> Point 4, HEIDI Value: 1.0000
Point 16 -> Point 33, HEIDI Value: 1.0000
Point 16 -> Point 42, HEIDI Value: 1.0000
Point 16 -> Point 44, HEIDI Value: 1.0000
Point 16 -> Point 54, HEIDI Value: 1.0000
Point 16 -> Point 72, HEIDI Value: 1.0000
Point 16 -> Point 76, HEIDI Value: 1.0000
Point 16 -> Point 79, HEIDI Value: 1.0000
Point 16 -> Point 84, HEIDI Value: 1.0000
Point 16 -> Point 117, HEIDI Value: 1.0000
Point 16 -> Point 127, HEIDI Value: 1.0000
Point 16 -> Point 129, HEIDI Value: 1.0000
Point 16 -> Point 154, HEIDI Value: 1.0000
Point 16 -> Point 161, HEIDI Value: 1.0000
Point 16 -> Point 191, HEIDI Value: 1.0000
Point 16 -> Point 196, HEIDI Value: 1.0000
Point 16 -> Point 217, HEIDI Value: 1.0000
Point 16 -> Point 227, HEIDI Value: 1.0000
Point 16 -> Point 240, HEIDI Value: 1.0000
Point 16 -> Point 274, HEIDI Value: 1.0000
Point 16 -> Point 282, HEIDI Value: 1.0000
Point 17 -> Point 15, HEIDI Value: 1.0000
Point 17 -> Point 19, HEIDI Value: 1.0000
Point 17 -> Point 64, HEIDI Value: 1.0000
Point 17 -> Point 78, HEIDI Value: 1.0000
Point 17 -> Point 100, HEIDI Value: 1.0000
Point 17 -> Point 103, HEIDI Value: 1.0000
Point 17 -> Point 118, HEIDI Value: 1.0000
Point 17 -> Point 155, HEIDI Value: 1.0000
Point 17 -> Point 175, HEIDI Value: 1.0000
Point 17 -> Point 203, HEIDI Value: 1.0000
Point 17 -> Point 222, HEIDI Value: 1.0000
Point 17 -> Point 231, HEIDI Value: 1.0000
Point 17 -> Point 234, HEIDI Value: 1.0000
Point 17 -> Point 236, HEIDI Value: 1.0000
Point 17 -> Point 244, HEIDI Value: 1.0000
Point 17 -> Point 246, HEIDI Value: 1.0000
Point 17 -> Point 270, HEIDI Value: 1.0000
Point 17 -> Point 276, HEIDI Value: 1.0000
Point 17 -> Point 291, HEIDI Value: 1.0000
Point 18 -> Point 10, HEIDI Value: 1.0000
Point 18 -> Point 20, HEIDI Value: 1.0000
Point 18 -> Point 27, HEIDI Value: 1.0000
Point 18 -> Point 29, HEIDI Value: 1.0000
Point 18 -> Point 52, HEIDI Value: 1.0000
Point 18 -> Point 54, HEIDI Value: 1.0000
Point 18 -> Point 60, HEIDI Value: 1.0000
Point 18 -> Point 139, HEIDI Value: 1.0000
Point 18 -> Point 141, HEIDI Value: 1.0000
Point 18 -> Point 192, HEIDI Value: 1.0000
Point 18 -> Point 207, HEIDI Value: 1.0000
Point 18 -> Point 245, HEIDI Value: 1.0000
Point 18 -> Point 266, HEIDI Value: 1.0000
Point 19 -> Point 17, HEIDI Value: 1.0000
Point 19 -> Point 28, HEIDI Value: 1.0000
Point 19 -> Point 31, HEIDI Value: 1.0000
Point 19 -> Point 34, HEIDI Value: 1.0000
Point 19 -> Point 54, HEIDI Value: 1.0000
Point 19 -> Point 59, HEIDI Value: 1.0000
Point 19 -> Point 74, HEIDI Value: 1.0000
Point 19 -> Point 78, HEIDI Value: 1.0000
Point 19 -> Point 103, HEIDI Value: 1.0000
Point 19 -> Point 132, HEIDI Value: 1.0000
Point 19 -> Point 143, HEIDI Value: 1.0000
Point 19 -> Point 153, HEIDI Value: 1.0000
Point 19 -> Point 158, HEIDI Value: 1.0000
Point 19 -> Point 218, HEIDI Value: 1.0000
Point 19 -> Point 224, HEIDI Value: 1.0000
Point 19 -> Point 232, HEIDI Value: 1.0000
Point 19 -> Point 246, HEIDI Value: 1.0000
Point 19 -> Point 263, HEIDI Value: 1.0000
Point 19 -> Point 265, HEIDI Value: 1.0000
Point 19 -> Point 276, HEIDI Value: 1.0000
Point 19 -> Point 282, HEIDI Value: 1.0000
Point 20 -> Point 18, HEIDI Value: 1.0000
Point 20 -> Point 27, HEIDI Value: 1.0000
Point 20 -> Point 29, HEIDI Value: 1.0000
Point 20 -> Point 41, HEIDI Value: 1.0000
Point 20 -> Point 43, HEIDI Value: 1.0000
Point 20 -> Point 44, HEIDI Value: 1.0000
Point 20 -> Point 49, HEIDI Value: 1.0000
Point 20 -> Point 51, HEIDI Value: 1.0000
Point 20 -> Point 52, HEIDI Value: 1.0000
Point 20 -> Point 54, HEIDI Value: 1.0000
Point 20 -> Point 77, HEIDI Value: 1.0000
Point 20 -> Point 78, HEIDI Value: 1.0000
Point 20 -> Point 84, HEIDI Value: 1.0000
Point 20 -> Point 87, HEIDI Value: 1.0000
Point 20 -> Point 92, HEIDI Value: 1.0000
Point 20 -> Point 117, HEIDI Value: 1.0000
Point 20 -> Point 147, HEIDI Value: 1.0000
Point 20 -> Point 157, HEIDI Value: 1.0000
Point 20 -> Point 192, HEIDI Value: 1.0000
Point 20 -> Point 213, HEIDI Value: 1.0000
Point 20 -> Point 257, HEIDI Value: 1.0000
Point 21 -> Point 35, HEIDI Value: 1.0000
Point 21 -> Point 48, HEIDI Value: 1.0000
Point 21 -> Point 70, HEIDI Value: 1.0000
Point 21 -> Point 90, HEIDI Value: 1.0000
Point 21 -> Point 125, HEIDI Value: 1.0000
Point 21 -> Point 127, HEIDI Value: 1.0000
Point 21 -> Point 133, HEIDI Value: 1.0000
Point 21 -> Point 143, HEIDI Value: 1.0000
Point 21 -> Point 214, HEIDI Value: 1.0000
Point 21 -> Point 219, HEIDI Value: 1.0000
Point 21 -> Point 238, HEIDI Value: 1.0000
Point 21 -> Point 241, HEIDI Value: 1.0000
Point 21 -> Point 273, HEIDI Value: 1.0000
Point 21 -> Point 284, HEIDI Value: 1.0000
Point 21 -> Point 297, HEIDI Value: 1.0000
Point 22 -> Point 25, HEIDI Value: 1.0000
Point 22 -> Point 91, HEIDI Value: 1.0000
Point 22 -> Point 104, HEIDI Value: 1.0000
Point 22 -> Point 106, HEIDI Value: 1.0000
Point 22 -> Point 111, HEIDI Value: 1.0000
Point 22 -> Point 130, HEIDI Value: 1.0000
Point 22 -> Point 135, HEIDI Value: 1.0000
Point 22 -> Point 156, HEIDI Value: 1.0000
Point 22 -> Point 158, HEIDI Value: 1.0000
Point 22 -> Point 167, HEIDI Value: 1.0000
Point 22 -> Point 172, HEIDI Value: 1.0000
Point 22 -> Point 186, HEIDI Value: 1.0000
Point 22 -> Point 205, HEIDI Value: 1.0000
Point 22 -> Point 207, HEIDI Value: 1.0000
Point 22 -> Point 209, HEIDI Value: 1.0000
Point 22 -> Point 228, HEIDI Value: 1.0000
Point 22 -> Point 264, HEIDI Value: 1.0000
Point 22 -> Point 285, HEIDI Value: 1.0000
Point 23 -> Point 1, HEIDI Value: 1.0000
Point 23 -> Point 25, HEIDI Value: 1.0000
Point 23 -> Point 91, HEIDI Value: 1.0000
Point 23 -> Point 106, HEIDI Value: 1.0000
Point 23 -> Point 111, HEIDI Value: 1.0000
Point 23 -> Point 150, HEIDI Value: 1.0000
Point 23 -> Point 156, HEIDI Value: 1.0000
Point 23 -> Point 158, HEIDI Value: 1.0000
Point 23 -> Point 176, HEIDI Value: 1.0000
Point 23 -> Point 186, HEIDI Value: 1.0000
Point 23 -> Point 197, HEIDI Value: 1.0000
Point 23 -> Point 205, HEIDI Value: 1.0000
Point 23 -> Point 209, HEIDI Value: 1.0000
Point 23 -> Point 228, HEIDI Value: 1.0000
Point 23 -> Point 248, HEIDI Value: 1.0000
Point 23 -> Point 285, HEIDI Value: 1.0000
Point 23 -> Point 298, HEIDI Value: 1.0000
Point 24 -> Point 5, HEIDI Value: 1.0000
Point 24 -> Point 34, HEIDI Value: 1.0000
Point 24 -> Point 48, HEIDI Value: 1.0000
Point 24 -> Point 49, HEIDI Value: 1.0000
Point 24 -> Point 60, HEIDI Value: 1.0000
Point 24 -> Point 70, HEIDI Value: 1.0000
Point 24 -> Point 71, HEIDI Value: 1.0000
Point 24 -> Point 83, HEIDI Value: 1.0000
Point 24 -> Point 85, HEIDI Value: 1.0000
Point 24 -> Point 109, HEIDI Value: 1.0000
Point 24 -> Point 184, HEIDI Value: 1.0000
Point 24 -> Point 188, HEIDI Value: 1.0000
Point 24 -> Point 239, HEIDI Value: 1.0000
Point 24 -> Point 247, HEIDI Value: 1.0000
Point 24 -> Point 250, HEIDI Value: 1.0000
Point 24 -> Point 260, HEIDI Value: 1.0000
Point 24 -> Point 269, HEIDI Value: 1.0000
Point 24 -> Point 271, HEIDI Value: 1.0000
Point 24 -> Point 297, HEIDI Value: 1.0000
Point 25 -> Point 6, HEIDI Value: 1.0000
Point 25 -> Point 22, HEIDI Value: 1.0000
Point 25 -> Point 23, HEIDI Value: 1.0000
Point 25 -> Point 38, HEIDI Value: 1.0000
Point 25 -> Point 65, HEIDI Value: 1.0000
Point 25 -> Point 91, HEIDI Value: 1.0000
Point 25 -> Point 102, HEIDI Value: 1.0000
Point 25 -> Point 158, HEIDI Value: 1.0000
Point 25 -> Point 163, HEIDI Value: 1.0000
Point 25 -> Point 172, HEIDI Value: 1.0000
Point 25 -> Point 173, HEIDI Value: 1.0000
Point 25 -> Point 198, HEIDI Value: 1.0000
Point 25 -> Point 202, HEIDI Value: 1.0000
Point 25 -> Point 205, HEIDI Value: 1.0000
Point 25 -> Point 219, HEIDI Value: 1.0000
Point 25 -> Point 228, HEIDI Value: 1.0000
Point 25 -> Point 256, HEIDI Value: 1.0000
Point 26 -> Point 1, HEIDI Value: 1.0000
Point 26 -> Point 42, HEIDI Value: 1.0000
Point 26 -> Point 65, HEIDI Value: 1.0000
Point 26 -> Point 67, HEIDI Value: 1.0000
Point 26 -> Point 86, HEIDI Value: 1.0000
Point 26 -> Point 98, HEIDI Value: 1.0000
Point 26 -> Point 102, HEIDI Value: 1.0000
Point 26 -> Point 137, HEIDI Value: 1.0000
Point 26 -> Point 150, HEIDI Value: 1.0000
Point 26 -> Point 155, HEIDI Value: 1.0000
Point 26 -> Point 165, HEIDI Value: 1.0000
Point 26 -> Point 166, HEIDI Value: 1.0000
Point 26 -> Point 175, HEIDI Value: 1.0000
Point 26 -> Point 179, HEIDI Value: 1.0000
Point 26 -> Point 187, HEIDI Value: 1.0000
Point 26 -> Point 194, HEIDI Value: 1.0000
Point 26 -> Point 197, HEIDI Value: 1.0000
Point 26 -> Point 242, HEIDI Value: 1.0000
Point 26 -> Point 268, HEIDI Value: 1.0000
Point 26 -> Point 285, HEIDI Value: 1.0000
Point 27 -> Point 10, HEIDI Value: 1.0000
Point 27 -> Point 16, HEIDI Value: 1.0000
Point 27 -> Point 18, HEIDI Value: 1.0000
Point 27 -> Point 20, HEIDI Value: 1.0000
Point 27 -> Point 28, HEIDI Value: 1.0000
Point 27 -> Point 29, HEIDI Value: 1.0000
Point 27 -> Point 49, HEIDI Value: 1.0000
Point 27 -> Point 52, HEIDI Value: 1.0000
Point 27 -> Point 66, HEIDI Value: 1.0000
Point 27 -> Point 79, HEIDI Value: 1.0000
Point 27 -> Point 95, HEIDI Value: 1.0000
Point 27 -> Point 106, HEIDI Value: 1.0000
Point 27 -> Point 110, HEIDI Value: 1.0000
Point 27 -> Point 117, HEIDI Value: 1.0000
Point 27 -> Point 176, HEIDI Value: 1.0000
Point 27 -> Point 192, HEIDI Value: 1.0000
Point 27 -> Point 232, HEIDI Value: 1.0000
Point 27 -> Point 263, HEIDI Value: 1.0000
Point 27 -> Point 287, HEIDI Value: 1.0000
Point 28 -> Point 2, HEIDI Value: 1.0000
Point 28 -> Point 15, HEIDI Value: 1.0000
Point 28 -> Point 19, HEIDI Value: 1.0000
Point 28 -> Point 27, HEIDI Value: 1.0000
Point 28 -> Point 53, HEIDI Value: 1.0000
Point 28 -> Point 59, HEIDI Value: 1.0000
Point 28 -> Point 80, HEIDI Value: 1.0000
Point 28 -> Point 105, HEIDI Value: 1.0000
Point 28 -> Point 117, HEIDI Value: 1.0000
Point 28 -> Point 123, HEIDI Value: 1.0000
Point 28 -> Point 143, HEIDI Value: 1.0000
Point 28 -> Point 148, HEIDI Value: 1.0000
Point 28 -> Point 152, HEIDI Value: 1.0000
Point 28 -> Point 191, HEIDI Value: 1.0000
Point 28 -> Point 224, HEIDI Value: 1.0000
Point 28 -> Point 232, HEIDI Value: 1.0000
Point 28 -> Point 253, HEIDI Value: 1.0000
Point 29 -> Point 0, HEIDI Value: 1.0000
Point 29 -> Point 15, HEIDI Value: 1.0000
