Points with non-zero HEIDI values:
Point 0 -> Point 0, HEIDI Value: 3.0000
Point 8 -> Point 246, HEIDI Value: 1.0000
Point 8 -> Point 250, HEIDI Value: 1.0000
Point 8 -> Point 276, HEIDI Value: 1.0000
Point 8 -> Point 299, HEIDI Value: 1.0000
Point 9 -> Point 40, HEIDI Value: 1.0000
Point 9 -> Point 59, HEIDI Value: 1.0000
Point 9 -> Point 93, HEIDI Value: 1.0000
Point 9 -> Point 96, HEIDI Value: 1.0000
Point 9 -> Point 115, HEIDI Value: 1.0000
Point 9 -> Point 138, HEIDI Value: 1.0000
Point 9 -> Point 168, HEIDI Value: 1.0000
Point 9 -> Point 170, HEIDI Value: 1.0000
Point 9 -> Point 184, HEIDI Value: 1.0000
Point 9 -> Point 214, HEIDI Value: 1.0000
Point 9 -> Point 246, HEIDI Value: 1.0000
Point 9 -> Point 257, HEIDI Value: 1.0000
Point 9 -> Point 276, HEIDI Value: 1.0000
Point 9 -> Point 290, HEIDI Value: 1.0000
Point 9 -> Point 296, HEIDI Value: 1.0000
Point 10 -> Point 35, HEIDI Value: 1.0000
Point 10 -> Point 40, HEIDI Value: 1.0000
Point 10 -> Point 49, HEIDI Value: 1.0000
Point 10 -> Point 62, HEIDI Value: 1.0000
Point 10 -> Point 70, HEIDI Value: 1.0000
Point 10 -> Point 83, HEIDI Value: 1.0000
Point 10 -> Point 85, HEIDI Value: 1.0000
Point 10 -> Point 86, HEIDI Value: 1.0000
Point 10 -> Point 106, HEIDI Value: 1.0000
Point 10 -> Point 114, HEIDI Value: 1.0000
Point 10 -> Point 119, HEIDI Value: 1.0000
Point 10 -> Point 132, HEIDI Value: 1.0000
Point 10 -> Point 149, HEIDI Value: 1.0000
Point 10 -> Point 160, HEIDI Value: 1.0000
Point 10 -> Point 180, HEIDI Value: 1.0000
Point 10 -> Point 184, HEIDI Value: 1.0000
Point 10 -> Point 195, HEIDI Value: 1.0000
Point 10 -> Point 197, HEIDI Value: 1.0000
Point 10 -> Point 227, HEIDI Value: 1.0000
Point 10 -> Point 237, HEIDI Value: 1.0000
Point 10 -> Point 250, HEIDI Value: 1.0000
Point 11 -> Point 1, HEIDI Value: 1.0000
Point 11 -> Point 7, HEIDI Value: 1.0000
Point 11 -> Point 27, HEIDI Value: 1.0000
Point 11 -> Point 48, HEIDI Value: 1.0000
Point 11 -> Point 51, HEIDI Value: 1.0000
Point 11 -> Point 54, HEIDI Value: 1.0000
Point 11 -> Point 58, HEIDI Value: 1.0000
Point 11 -> Point 78, HEIDI Value: 1.0000
Point 11 -> Point 79, HEIDI Value: 1.0000
Point 11 -> Point 100, HEIDI Value: 1.0000
Point 11 -> Point 189, HEIDI Value: 1.0000
Point 11 -> Point 200, HEIDI Value: 1.0000
Point 11 -> Point 226, HEIDI Value: 1.0000
Point 11 -> Point 228, HEIDI Value: 1.0000
Point 11 -> Point 239, HEIDI Value: 1.0000
Point 11 -> Point 255, HEIDI Value: 1.0000
Point 11 -> Point 270, HEIDI Value: 1.0000
Point 11 -> Point 287, HEIDI Value: 1.0000
Point 11 -> Point 292, HEIDI Value: 1.0000
Point 12 -> Point 43, HEIDI Value: 1.0000
Point 12 -> Point 46, HEIDI Value: 1.0000
Point 12 -> Point 90, HEIDI Value: 1.0000
Point 12 -> Point 94, HEIDI Value: 1.0000
Point 12 -> Point 119, HEIDI Value: 1.0000
Point 12 -> Point 141, HEIDI Value: 1.0000
Point 12 -> Point 146, HEIDI Value: 1.0000
Point 12 -> Point 174, HEIDI Value: 1.0000
Point 12 -> Point 179, HEIDI Value: 1.0000
Point 12 -> Point 180, HEIDI Value: 1.0000
Point 12 -> Point 193, HEIDI Value: 1.0000
Point 12 -> Point 219, HEIDI Value: 1.0000
Point 12 -> Point 221, HEIDI Value: 1.0000
Point 12 -> Point 227, HEIDI Value: 1.0000
Point 12 -> Point 229, HEIDI Value: 1.0000
Point 12 -> Point 230, HEIDI Value: 1.0000
Point 12 -> Point 278, HEIDI Value: 1.0000
Point 13 -> Point 14, HEIDI Value: 1.0000
Point 13 -> Point 45, HEIDI Value: 1.0000
Point 13 -> Point 48, HEIDI Value: 1.0000
Point 13 -> Point 59, HEIDI Value: 1.0000
Point 13 -> Point 61, HEIDI Value: 1.0000
Point 13 -> Point 63, HEIDI Value: 1.0000
Point 13 -> Point 91, HEIDI Value: 1.0000
Point 13 -> Point 96, HEIDI Value: 1.0000
Point 13 -> Point 111, HEIDI Value: 1.0000
Point 13 -> Point 115, HEIDI Value: 1.0000
Point 13 -> Point 135, HEIDI Value: 1.0000
Point 13 -> Point 151, HEIDI Value: 1.0000
Point 13 -> Point 197, HEIDI Value: 1.0000
Point 13 -> Point 234, HEIDI Value: 1.0000
Point 13 -> Point 254, HEIDI Value: 1.0000
Point 13 -> Point 271, HEIDI Value: 1.0000
Point 13 -> Point 291, HEIDI Value: 1.0000
Point 14 -> Point 13, HEIDI Value: 1.0000
Point 14 -> Point 24, HEIDI Value: 1.0000
Point 14 -> Point 30, HEIDI Value: 1.0000
Point 14 -> Point 37, HEIDI Value: 1.0000
Point 14 -> Point 59, HEIDI Value: 1.0000
Point 14 -> Point 63, HEIDI Value: 1.0000
Point 14 -> Point 68, HEIDI Value: 1.0000
Point 14 -> Point 91, HEIDI Value: 1.0000
Point 14 -> Point 96, HEIDI Value: 1.0000
Point 14 -> Point 98, HEIDI Value: 1.0000
Point 14 -> Point 108, HEIDI Value: 1.0000
Point 14 -> Point 115, HEIDI Value: 1.0000
Point 14 -> Point 142, HEIDI Value: 1.0000
Point 14 -> Point 155, HEIDI Value: 1.0000
Point 14 -> Point 157, HEIDI Value: 1.0000
Point 14 -> Point 182, HEIDI Value: 1.0000
Point 14 -> Point 197, HEIDI Value: 1.0000
Point 14 -> Point 211, HEIDI Value: 1.0000
Point 14 -> Point 238, HEIDI Value: 1.0000
Point 14 -> Point 251, HEIDI Value: 1.0000
Point 14 -> Point 254, HEIDI Value: 1.0000
Point 14 -> Point 283, HEIDI Value: 1.0000
Point 14 -> Point 289, HEIDI Value: 1.0000
Point 15 -> Point 6, HEIDI Value: 1.0000
Point 15 -> Point 12, HEIDI Value: 1.0000
Point 15 -> Point 40, HEIDI Value: 1.0000
Point 15 -> Point 43, HEIDI Value: 1.0000
Point 15 -> Point 108, HEIDI Value: 1.0000
Point 15 -> Point 109, HEIDI Value: 1.0000
Point 15 -> Point 118, HEIDI Value: 1.0000
Point 15 -> Point 137, HEIDI Value: 1.0000
Point 15 -> Point 173, HEIDI Value: 1.0000
Point 15 -> Point 178, HEIDI Value: 1.0000
Point 15 -> Point 180, HEIDI Value: 1.0000
Point 15 -> Point 186, HEIDI Value: 1.0000
Point 15 -> Point 219, HEIDI Value: 1.0000
Point 15 -> Point 227, HEIDI Value: 1.0000
Point 15 -> Point 229, HEIDI Value: 1.0000
Point 15 -> Point 237, HEIDI Value: 1.0000
Point 15 -> Point 238, HEIDI Value: 1.0000
Point 15 -> Point 267, HEIDI Value: 1.0000
Point 15 -> Point 287, HEIDI Value: 1.0000
Point 16 -> Point 2, HEIDI Value: 1.0000
Point 16 -> Point 3, HEIDI Value: 1.0000
Point 16 -> Point 26, HEIDI Value: 1.0000
Point 16 -> Point 32, HEIDI Value: 1.0000
Point 16 -> Point 42, HEIDI Value: 1.0000
Point 16 -> Point 53, HEIDI Value: 1.0000
Point 16 -> Point 72, HEIDI Value: 1.0000
Point 16 -> Point 99, HEIDI Value: 1.0000
Point 16 -> Point 102, HEIDI Value: 1.0000
Point 16 -> Point 163, HEIDI Value: 1.0000
Point 16 -> Point 192, HEIDI Value: 1.0000
Point 16 -> Point 199, HEIDI Value: 1.0000
Point 16 -> Point 215, HEIDI Value: 1.0000
Point 16 -> Point 247, HEIDI Value: 1.0000
Point 16 -> Point 272, HEIDI Value: 1.0000
Point 16 -> Point 274, HEIDI Value: 1.0000
Point 16 -> Point 280, HEIDI Value: 1.0000
Point 16 -> Point 282, HEIDI Value: 1.0000
Point 16 -> Point 285, HEIDI Value: 1.0000
Point 17 -> Point 31, HEIDI Value: 1.0000
Point 17 -> Point 39, HEIDI Value: 1.0000
Point 17 -> Point 41, HEIDI Value: 1.0000
Point 17 -> Point 60, HEIDI Value: 1.0000
Point 17 -> Point 86, HEIDI Value: 1.0000
Point 17 -> Point 102, HEIDI Value: 1.0000
Point 17 -> Point 103, HEIDI Value: 1.0000
Point 17 -> Point 128, HEIDI Value: 1.0000
Point 17 -> Point 136, HEIDI Value: 1.0000
Point 17 -> Point 159, HEIDI Value: 1.0000
Point 17 -> Point 186, HEIDI Value: 1.0000
Point 17 -> Point 209, HEIDI Value: 1.0000
Point 17 -> Point 223, HEIDI Value: 1.0000
Point 17 -> Point 225, HEIDI Value: 1.0000
Point 17 -> Point 239, HEIDI Value: 1.0000
Point 17 -> Point 244, HEIDI Value: 1.0000
Point 17 -> Point 259, HEIDI Value: 1.0000
Point 17 -> Point 284, HEIDI Value: 1.0000
Point 18 -> Point 1, HEIDI Value: 1.0000
Point 18 -> Point 23, HEIDI Value: 1.0000
Point 18 -> Point 29, HEIDI Value: 1.0000
Point 18 -> Point 64, HEIDI Value: 1.0000
Point 18 -> Point 81, HEIDI Value: 1.0000
Point 18 -> Point 93, HEIDI Value: 1.0000
Point 18 -> Point 121, HEIDI Value: 1.0000
Point 18 -> Point 130, HEIDI Value: 1.0000
Point 18 -> Point 150, HEIDI Value: 1.0000
Point 18 -> Point 207, HEIDI Value: 1.0000
Point 18 -> Point 222, HEIDI Value: 1.0000
Point 18 -> Point 242, HEIDI Value: 1.0000
Point 18 -> Point 255, HEIDI Value: 1.0000
Point 18 -> Point 265, HEIDI Value: 1.0000
Point 18 -> Point 295, HEIDI Value: 1.0000
Point 18 -> Point 299, HEIDI Value: 1.0000
Point 19 -> Point 36, HEIDI Value: 1.0000
Point 19 -> Point 43, HEIDI Value: 1.0000
Point 19 -> Point 83, HEIDI Value: 1.0000
Point 19 -> Point 86, HEIDI Value: 1.0000
Point 19 -> Point 117, HEIDI Value: 1.0000
Point 19 -> Point 119, HEIDI Value: 1.0000
Point 19 -> Point 137, HEIDI Value: 1.0000
Point 19 -> Point 180, HEIDI Value: 1.0000
Point 19 -> Point 184, HEIDI Value: 1.0000
Point 19 -> Point 188, HEIDI Value: 1.0000
Point 19 -> Point 197, HEIDI Value: 1.0000
Point 19 -> Point 206, HEIDI Value: 1.0000
Point 19 -> Point 225, HEIDI Value: 1.0000
Point 19 -> Point 227, HEIDI Value: 1.0000
Point 19 -> Point 241, HEIDI Value: 1.0000
Point 19 -> Point 242, HEIDI Value: 1.0000
Point 19 -> Point 250, HEIDI Value: 1.0000
Point 19 -> Point 260, HEIDI Value: 1.0000
Point 19 -> Point 274, HEIDI Value: 1.0000
Point 20 -> Point 35, HEIDI Value: 1.0000
Point 20 -> Point 37, HEIDI Value: 1.0000
Point 20 -> Point 44, HEIDI Value: 1.0000
Point 20 -> Point 49, HEIDI Value: 1.0000
Point 20 -> Point 51, HEIDI Value: 1.0000
Point 20 -> Point 95, HEIDI Value: 1.0000
Point 20 -> Point 99, HEIDI Value: 1.0000
Point 20 -> Point 102, HEIDI Value: 1.0000
Point 20 -> Point 105, HEIDI Value: 1.0000
Point 20 -> Point 114, HEIDI Value: 1.0000
Point 20 -> Point 165, HEIDI Value: 1.0000
Point 20 -> Point 226, HEIDI Value: 1.0000
Point 20 -> Point 232, HEIDI Value: 1.0000
Point 20 -> Point 240, HEIDI Value: 1.0000
Point 20 -> Point 297, HEIDI Value: 1.0000
Point 21 -> Point 28, HEIDI Value: 1.0000
Point 21 -> Point 41, HEIDI Value: 1.0000
Point 21 -> Point 50, HEIDI Value: 1.0000
Point 21 -> Point 65, HEIDI Value: 1.0000
Point 21 -> Point 66, HEIDI Value: 1.0000
Point 21 -> Point 75, HEIDI Value: 1.0000
Point 21 -> Point 108, HEIDI Value: 1.0000
Point 21 -> Point 109, HEIDI Value: 1.0000
Point 21 -> Point 118, HEIDI Value: 1.0000
Point 21 -> Point 131, HEIDI Value: 1.0000
Point 21 -> Point 138, HEIDI Value: 1.0000
Point 21 -> Point 157, HEIDI Value: 1.0000
Point 21 -> Point 178, HEIDI Value: 1.0000
Point 21 -> Point 183, HEIDI Value: 1.0000
Point 21 -> Point 187, HEIDI Value: 1.0000
Point 21 -> Point 198, HEIDI Value: 1.0000
Point 21 -> Point 213, HEIDI Value: 1.0000
Point 21 -> Point 235, HEIDI Value: 1.0000
Point 21 -> Point 243, HEIDI Value: 1.0000
Point 21 -> Point 244, HEIDI Value: 1.0000
Point 21 -> Point 283, HEIDI Value: 1.0000
Point 22 -> Point 26, HEIDI Value: 1.0000
Point 22 -> Point 48, HEIDI Value: 1.0000
Point 22 -> Point 51, HEIDI Value: 1.0000
Point 22 -> Point 54, HEIDI Value: 1.0000
Point 22 -> Point 77, HEIDI Value: 1.0000
Point 22 -> Point 78, HEIDI Value: 1.0000
Point 22 -> Point 79, HEIDI Value: 1.0000
Point 22 -> Point 83, HEIDI Value: 1.0000
Point 22 -> Point 88, HEIDI Value: 1.0000
Point 22 -> Point 100, HEIDI Value: 1.0000
Point 22 -> Point 110, HEIDI Value: 1.0000
Point 22 -> Point 142, HEIDI Value: 1.0000
Point 22 -> Point 167, HEIDI Value: 1.0000
Point 22 -> Point 189, HEIDI Value: 1.0000
Point 22 -> Point 225, HEIDI Value: 1.0000
Point 22 -> Point 239, HEIDI Value: 1.0000
Point 22 -> Point 251, HEIDI Value: 1.0000
Point 22 -> Point 253, HEIDI Value: 1.0000
Point 22 -> Point 267, HEIDI Value: 1.0000
Point 22 -> Point 275, HEIDI Value: 1.0000
Point 22 -> Point 288, HEIDI Value: 1.0000
Point 23 -> Point 18, HEIDI Value: 1.0000
Point 23 -> Point 27, HEIDI Value: 1.0000
Point 23 -> Point 34, HEIDI Value: 1.0000
Point 23 -> Point 42, HEIDI Value: 1.0000
Point 23 -> Point 53, HEIDI Value: 1.0000
Point 23 -> Point 66, HEIDI Value: 1.0000
Point 23 -> Point 72, HEIDI Value: 1.0000
Point 23 -> Point 93, HEIDI Value: 1.0000
Point 23 -> Point 127, HEIDI Value: 1.0000
Point 23 -> Point 176, HEIDI Value: 1.0000
Point 23 -> Point 196, HEIDI Value: 1.0000
Point 23 -> Point 226, HEIDI Value: 1.0000
Point 23 -> Point 228, HEIDI Value: 1.0000
Point 23 -> Point 231, HEIDI Value: 1.0000
Point 23 -> Point 237, HEIDI Value: 1.0000
Point 23 -> Point 255, HEIDI Value: 1.0000
Point 23 -> Point 266, HEIDI Value: 1.0000
Point 23 -> Point 299, HEIDI Value: 1.0000
Point 24 -> Point 14, HEIDI Value: 1.0000
Point 24 -> Point 16, HEIDI Value: 1.0000
Point 24 -> Point 26, HEIDI Value: 1.0000
Point 24 -> Point 30, HEIDI Value: 1.0000
Point 24 -> Point 37, HEIDI Value: 1.0000
Point 24 -> Point 68, HEIDI Value: 1.0000
Point 24 -> Point 89, HEIDI Value: 1.0000
Point 24 -> Point 90, HEIDI Value: 1.0000
Point 24 -> Point 142, HEIDI Value: 1.0000
Point 24 -> Point 147, HEIDI Value: 1.0000
Point 24 -> Point 157, HEIDI Value: 1.0000
Point 24 -> Point 161, HEIDI Value: 1.0000
Point 24 -> Point 182, HEIDI Value: 1.0000
Point 24 -> Point 199, HEIDI Value: 1.0000
Point 24 -> Point 214, HEIDI Value: 1.0000
Point 24 -> Point 215, HEIDI Value: 1.0000
Point 24 -> Point 247, HEIDI Value: 1.0000
Point 24 -> Point 274, HEIDI Value: 1.0000
Point 24 -> Point 278, HEIDI Value: 1.0000
Point 24 -> Point 283, HEIDI Value: 1.0000
Point 24 -> Point 285, HEIDI Value: 1.0000
Point 24 -> Point 288, HEIDI Value: 1.0000
Point 25 -> Point 8, HEIDI Value: 1.0000
Point 25 -> Point 29, HEIDI Value: 1.0000
Point 25 -> Point 44, HEIDI Value: 1.0000
Point 25 -> Point 63, HEIDI Value: 1.0000
Point 25 -> Point 69, HEIDI Value: 1.0000
Point 25 -> Point 74, HEIDI Value: 1.0000
Point 25 -> Point 75, HEIDI Value: 1.0000
Point 25 -> Point 126, HEIDI Value: 1.0000
Point 25 -> Point 177, HEIDI Value: 1.0000
Point 25 -> Point 179, HEIDI Value: 1.0000
Point 25 -> Point 189, HEIDI Value: 1.0000
Point 25 -> Point 195, HEIDI Value: 1.0000
Point 25 -> Point 228, HEIDI Value: 1.0000
Point 25 -> Point 230, HEIDI Value: 1.0000
Point 25 -> Point 246, HEIDI Value: 1.0000
Point 25 -> Point 262, HEIDI Value: 1.0000
Point 25 -> Point 263, HEIDI Value: 1.0000
Point 25 -> Point 270, HEIDI Value: 1.0000
Point 25 -> Point 276, HEIDI Value: 1.0000
Point 25 -> Point 294, HEIDI Value: 1.0000
Point 25 -> Point 299, HEIDI Value: 1.0000
Point 26 -> Point 11, HEIDI Value: 1.0000
Point 26 -> Point 22, HEIDI Value: 1.0000
Point 26 -> Point 39, HEIDI Value: 1.0000
Point 26 -> Point 42, HEIDI Value: 1.0000
Point 26 -> Point 54, HEIDI Value: 1.0000
Point 26 -> Point 85, HEIDI Value: 1.0000
Point 26 -> Point 89, HEIDI Value: 1.0000
Point 26 -> Point 99, HEIDI Value: 1.0000
Point 26 -> Point 140, HEIDI Value: 1.0000
Point 26 -> Point 147, HEIDI Value: 1.0000
Point 26 -> Point 153, HEIDI Value: 1.0000
Point 26 -> Point 161, HEIDI Value: 1.0000
Point 26 -> Point 189, HEIDI Value: 1.0000
Point 26 -> Point 201, HEIDI Value: 1.0000
Point 26 -> Point 217, HEIDI Value: 1.0000
Point 26 -> Point 239, HEIDI Value: 1.0000
Point 26 -> Point 247, HEIDI Value: 1.0000
Point 26 -> Point 251, HEIDI Value: 1.0000
Point 26 -> Point 257, HEIDI Value: 1.0000
Point 26 -> Point 285, HEIDI Value: 1.0000
Point 26 -> Point 291, HEIDI Value: 1.0000
Point 27 -> Point 1, HEIDI Value: 1.0000
Point 27 -> Point 7, HEIDI Value: 1.0000
Point 27 -> Point 11, HEIDI Value: 1.0000
Point 27 -> Point 68, HEIDI Value: 1.0000
Point 27 -> Point 70, HEIDI Value: 1.0000
Point 27 -> Point 81, HEIDI Value: 1.0000
Point 27 -> Point 85, HEIDI Value: 1.0000
Point 27 -> Point 117, HEIDI Value: 1.0000
Point 27 -> Point 160, HEIDI Value: 1.0000
Point 27 -> Point 170, HEIDI Value: 1.0000
Point 27 -> Point 176, HEIDI Value: 1.0000
Point 27 -> Point 180, HEIDI Value: 1.0000
Point 27 -> Point 188, HEIDI Value: 1.0000
Point 27 -> Point 200, HEIDI Value: 1.0000
Point 27 -> Point 220, HEIDI Value: 1.0000
Point 27 -> Point 232, HEIDI Value: 1.0000
Point 27 -> Point 240, HEIDI Value: 1.0000
Point 27 -> Point 255, HEIDI Value: 1.0000
Point 27 -> Point 286, HEIDI Value: 1.0000
Point 27 -> Point 287, HEIDI Value: 1.0000
Point 27 -> Point 295, HEIDI Value: 1.0000
Point 28 -> Point 25, HEIDI Value: 1.0000
Point 28 -> Point 66, HEIDI Value: 1.0000
Point 28 -> Point 87, HEIDI Value: 1.0000
Point 28 -> Point 116, HEIDI Value: 1.0000
Point 28 -> Point 126, HEIDI Value: 1.0000
Point 28 -> Point 130, HEIDI Value: 1.0000
Point 28 -> Point 131, HEIDI Value: 1.0000
Point 28 -> Point 138, HEIDI Value: 1.0000
Point 28 -> Point 177, HEIDI Value: 1.0000
Point 28 -> Point 181, HEIDI Value: 1.0000
Point 28 -> Point 235, HEIDI Value: 1.0000
Point 28 -> Point 260, HEIDI Value: 1.0000
Point 28 -> Point 262, HEIDI Value: 1.0000
Point 29 -> Point 1, HEIDI Value: 1.0000
Point 29 -> Point 8, HEIDI Value: 1.0000
Point 29 -> Point 18, HEIDI Value: 1.0000
Point 29 -> Point 34, HEIDI Value: 1.0000
Point 29 -> Point 54, HEIDI Value: 1.0000
Point 29 -> Point 55, HEIDI Value: 1.0000
Point 29 -> Point 57, HEIDI Value: 1.0000
Point 29 -> Point 131, HEIDI Value: 1.0000
Point 29 -> Point 161, HEIDI Value: 1.0000
Point 29 -> Point 162, HEIDI Value: 1.0000
Point 29 -> Point 177, HEIDI Value: 1.0000
Point 29 -> Point 179, HEIDI Value: 1.0000
Point 29 -> Point 189, HEIDI Value: 1.0000
Point 29 -> Point 192, HEIDI Value: 1.0000
Point 29 -> Point 212, HEIDI Value: 1.0000
Point 29 -> Point 228, HEIDI Value: 1.0000
Point 29 -> Point 249, HEIDI Value: 1.0000
Point 29 -> Point 276, HEIDI Value: 1.0000
Point 29 -> Point 290, HEIDI Value: 1.0000
Point 29 -> Point 294, HEIDI Value: 1.0000
Point 29 -> Point 295, HEIDI Value: 1.0000
Point 30 -> Point 5, HEIDI Value: 1.0000
Point 30 -> Point 24, HEIDI Value: 1.0000
Point 30 -> Point 37, HEIDI Value: 1.0000
Point 30 -> Point 83, HEIDI Value: 1.0000
Point 30 -> Point 95, HEIDI Value: 1.0000
Point 30 -> Point 112, HEIDI Value: 1.0000
Point 30 -> Point 118, HEIDI Value: 1.0000
Point 30 -> Point 137, HEIDI Value: 1.0000
Point 30 -> Point 157, HEIDI Value: 1.0000
Point 30 -> Point 169, HEIDI Value: 1.0000
Point 30 -> Point 170, HEIDI Value: 1.0000
Point 30 -> Point 172, HEIDI Value: 1.0000
Point 30 -> Point 214, HEIDI Value: 1.0000
Point 30 -> Point 221, HEIDI Value: 1.0000
Point 30 -> Point 234, HEIDI Value: 1.0000
Point 30 -> Point 236, HEIDI Value: 1.0000
Point 30 -> Point 240, HEIDI Value: 1.0000
Point 30 -> Point 253, HEIDI Value: 1.0000
Point 30 -> Point 267, HEIDI Value: 1.0000
Point 30 -> Point 275, HEIDI Value: 1.0000
Point 30 -> Point 287, HEIDI Value: 1.0000
Point 31 -> Point 17, HEIDI Value: 1.0000
Point 31 -> Point 33, HEIDI Value: 1.0000
Point 31 -> Point 43, HEIDI Value: 1.0000
Point 31 -> Point 56, HEIDI Value: 1.0000
Point 31 -> Point 60, HEIDI Value: 1.0000
Point 31 -> Point 70, HEIDI Value: 1.0000
Point 31 -> Point 84, HEIDI Value: 1.0000
Point 31 -> Point 91, HEIDI Value: 1.0000
Point 31 -> Point 109, HEIDI Value: 1.0000
Point 31 -> Point 110, HEIDI Value: 1.0000
Point 31 -> Point 128, HEIDI Value: 1.0000
Point 31 -> Point 209, HEIDI Value: 1.0000
Point 31 -> Point 218, HEIDI Value: 1.0000
Point 31 -> Point 223, HEIDI Value: 1.0000
Point 31 -> Point 252, HEIDI Value: 1.0000
Point 31 -> Point 263, HEIDI Value: 1.0000
Point 31 -> Point 273, HEIDI Value: 1.0000
Point 31 -> Point 280, HEIDI Value: 1.0000
Point 32 -> Point 0, HEIDI Value: 1.0000
Point 32 -> Point 2, HEIDI Value: 1.0000
Point 32 -> Point 16, HEIDI Value: 1.0000
Point 32 -> Point 38, HEIDI Value: 1.0000
Point 32 -> Point 42, HEIDI Value: 1.0000
Point 32 -> Point 60, HEIDI Value: 1.0000
Point 32 -> Point 67, HEIDI Value: 1.0000
Point 32 -> Point 72, HEIDI Value: 1.0000
Point 32 -> Point 74, HEIDI Value: 1.0000
Point 32 -> Point 102, HEIDI Value: 1.0000
Point 32 -> Point 107, HEIDI Value: 1.0000
Point 32 -> Point 177, HEIDI Value: 1.0000
Point 32 -> Point 280, HEIDI Value: 1.0000
Point 33 -> Point 31, HEIDI Value: 1.0000
Point 33 -> Point 39, HEIDI Value: 1.0000
Point 33 -> Point 41, HEIDI Value: 1.0000
Point 33 -> Point 55, HEIDI Value: 1.0000
Point 33 -> Point 60, HEIDI Value: 1.0000
Point 33 -> Point 86, HEIDI Value: 1.0000
Point 33 -> Point 136, HEIDI Value: 1.0000
Point 33 -> Point 159, HEIDI Value: 1.0000
Point 33 -> Point 186, HEIDI Value: 1.0000
Point 33 -> Point 209, HEIDI Value: 1.0000
Point 33 -> Point 223, HEIDI Value: 1.0000
Point 33 -> Point 225, HEIDI Value: 1.0000
Point 33 -> Point 239, HEIDI Value: 1.0000
Point 33 -> Point 244, HEIDI Value: 1.0000
Point 33 -> Point 259, HEIDI Value: 1.0000
Point 33 -> Point 284, HEIDI Value: 1.0000
Point 34 -> Point 1, HEIDI Value: 1.0000
Point 34 -> Point 23, HEIDI Value: 1.0000
Point 34 -> Point 29, HEIDI Value: 1.0000
Point 34 -> Point 64, HEIDI Value: 1.0000
Point 34 -> Point 81, HEIDI Value: 1.0000
Point 34 -> Point 121, HEIDI Value: 1.0000
Point 34 -> Point 130, HEIDI Value: 1.0000
Point 34 -> Point 131, HEIDI Value: 1.0000
Point 34 -> Point 150, HEIDI Value: 1.0000
Point 34 -> Point 162, HEIDI Value: 1.0000
Point 34 -> Point 189, HEIDI Value: 1.0000
Point 34 -> Point 212, HEIDI Value: 1.0000
Point 34 -> Point 265, HEIDI Value: 1.0000
Point 34 -> Point 295, HEIDI Value: 1.0000
Point 34 -> Point 299, HEIDI Value: 1.0000
Point 35 -> Point 10, HEIDI Value: 1.0000
Point 35 -> Point 20, HEIDI Value: 1.0000
Point 35 -> Point 36, HEIDI Value: 1.0000
Point 35 -> Point 62, HEIDI Value: 1.0000
Point 35 -> Point 95, HEIDI Value: 1.0000
Point 35 -> Point 99, HEIDI Value: 1.0000
Point 35 -> Point 101, HEIDI Value: 1.0000
Point 35 -> Point 114, HEIDI Value: 1.0000
Point 35 -> Point 119, HEIDI Value: 1.0000
Point 35 -> Point 133, HEIDI Value: 1.0000
Point 35 -> Point 137, HEIDI Value: 1.0000
Point 35 -> Point 180, HEIDI Value: 1.0000
Point 35 -> Point 226, HEIDI Value: 1.0000
Point 35 -> Point 227, HEIDI Value: 1.0000
Point 35 -> Point 233, HEIDI Value: 1.0000
Point 35 -> Point 237, HEIDI Value: 1.0000
Point 35 -> Point 240, HEIDI Value: 1.0000
Point 35 -> Point 241, HEIDI Value: 1.0000
Point 35 -> Point 242, HEIDI Value: 1.0000
Point 35 -> Point 260, HEIDI Value: 1.0000
Point 35 -> Point 279, HEIDI Value: 1.0000
Point 35 -> Point 291, HEIDI Value: 1.0000
Point 35 -> Point 297, HEIDI Value: 1.0000
Point 36 -> Point 0, HEIDI Value: 1.0000
Point 36 -> Point 35, HEIDI Value: 1.0000
Point 36 -> Point 40, HEIDI Value: 1.0000
Point 36 -> Point 132, HEIDI Value: 1.0000
Point 36 -> Point 160, HEIDI Value: 1.0000
Point 36 -> Point 176, HEIDI Value: 1.0000
Point 36 -> Point 180, HEIDI Value: 1.0000
Point 36 -> Point 184, HEIDI Value: 1.0000
Point 36 -> Point 195, HEIDI Value: 1.0000
Point 36 -> Point 210, HEIDI Value: 1.0000
Point 36 -> Point 212, HEIDI Value: 1.0000
Point 36 -> Point 215, HEIDI Value: 1.0000
Point 36 -> Point 237, HEIDI Value: 1.0000
Point 36 -> Point 261, HEIDI Value: 1.0000
Point 36 -> Point 269, HEIDI Value: 1.0000
Point 36 -> Point 281, HEIDI Value: 1.0000
Point 36 -> Point 295, HEIDI Value: 1.0000
Point 37 -> Point 14, HEIDI Value: 1.0000
Point 37 -> Point 20, HEIDI Value: 1.0000
Point 37 -> Point 24, HEIDI Value: 1.0000
Point 37 -> Point 30, HEIDI Value: 1.0000
Point 37 -> Point 44, HEIDI Value: 1.0000
Point 37 -> Point 51, HEIDI Value: 1.0000
Point 37 -> Point 68, HEIDI Value: 1.0000
Point 37 -> Point 96, HEIDI Value: 1.0000
Point 37 -> Point 105, HEIDI Value: 1.0000
Point 37 -> Point 112, HEIDI Value: 1.0000
Point 37 -> Point 137, HEIDI Value: 1.0000
Point 37 -> Point 142, HEIDI Value: 1.0000
