rank,Company Name,Industry,State,City,Metro Area,Growth (%),Revenue ($),Number of Workers,Years on List,URL
2665,Alsbridge,Business Products & Services,Texas,Dallas,Dallas,140.8845,44813014,156,2,alsbridge
3948,Open Systems Technologies,IT Services,Michigan,Grand Rapids,Grand Rapids-Wyoming MI,76.6685,96954740,156,8,open-systems-technologies
295,VSI Nearshore Outsourcing,IT Services,Florida,Miami,Miami,1551.0642,3197550,157,2,vsi-nearshore-outsourcing
833,MentorMate,Software,Minnesota,Minneapolis,Minneapolis,545.4473,9599144,157,3,mentormate
2240,Professional Builders Supply,Construction,North Carolina,Morrisville,Durham NC,174.3519,119734679,157,7,professional-builders-supply
3306,Noble Oil Services,Environmental Services,North Carolina,Sanford,Durham NC,102.4137,94299861,157,4,noble-oil-services
3467,SyllogisTeks,IT Services,Missouri,Chesterfield,St. Louis MO-IL,95.7153,19583361,157,1,syllogisteks
3945,SyCom Technologies,IT Services,Virginia,Richmond,Richmond VA,76.7063,65754179,157,3,sycom-technologies
4159,Manufacturing Technical Solutions,Government Services,Alabama,Huntsville,Huntsville AL,69.4198,19428419,157,5,manufacturing-technical-solutions
4503,EMKAY,Logistics & Transportation,Illinois,Itasca,Chicago,57.6438,543280788,157,3,emkay
2064,Impact Advisors,Health,Illinois,Naperville,Chicago,194.6355,54649000,158,3,impact-advisors
2086,Stella & Chewy's,Consumer Products & Services,Wisconsin,Milwaukee,Milwaukee-Waukesha-West Allis WI,192.035,25744637,158,4,stella-chewys
3465,RVM,Business Products & Services,New York,New York,New York City,95.7882,27139044,158,4,rvm
3571,Select Security,Security,Pennsylvania,Lancaster,Lancaster PA,91.2973,12437927,158,1,select-security
4079,Network Data Systems,IT Services,Illinois,Schaumburg,Chicago,72.2776,34025262,158,4,network-data-systems
15,Aseptia,Food & Beverage,North Carolina,Raleigh,Raleigh-Cary NC,12427.4225,13887650,159,1,aseptia
622,mophie,Consumer Products & Services,California,Tustin,Los Angeles,750.5427,215393724,159,3,mophie
1588,The Select Group,Human Resources,North Carolina,Raleigh,Raleigh-Cary NC,268.1553,64369769,159,8,the-select-group
4443,Shoptech Industrial Software,Software,Connecticut,Glastonbury,Hartford-West Hartford-East Hartford CT,59.7798,25591151,159,8,shoptech-industrial-software
138,Motivity Labs,IT Services,Texas,Irving,Dallas,2716.0018,3225899,160,1,motivity-labs
145,MyClean,Consumer Products & Services,New York,New York,New York City,2646.4033,4399793,160,1,myclean
370,Ameex Technologies,IT Services,Illinois,Schaumburg,Chicago,1287.7637,3289000,160,1,ameex-technologies
723,Janrain,Software,Oregon,Portland,Portland OR,628.4916,9994679,160,3,janrain
918,Premier Management,Government Services,Maryland,Columbia,Baltimore,490.4775,19242500,160,1,premier-management
1262,Sovereign Health of California,Health,California,San Clemente,Los Angeles,343.3245,14322755,160,1,sovereign-health-of-california
2169,Signature Hardware,Consumer Products & Services,Kentucky,Erlanger,Cincinnati,183.0225,75212662,160,2,signature-hardware
2685,Green Key Resources,Human Resources,New York,New York,New York City,139.8741,61088847,160,1,green-key-resources
3479,Nor-Son,Construction,Minnesota,Baxter,Brainerd MN,94.9957,82335000,160,1,nor-son
4083,Parkway Construction & Associates,Construction,Texas,Lewisville,Dallas,72.0861,153370000,160,1,parkway-construction-associates
4565,North Star Resource Group,Financial Services,Minnesota,Minneapolis,Minneapolis,55.8803,46033000,160,3,north-star-resource-group
4707,Tempest Telecom Solutions,Telecommunications,California,Santa Barbara,Santa Barbara-Santa Maria-Goleta CA,51.522,57453530,160,3,tempest-telecom-solutions
4728,Equian,Health,Indiana,Indianapolis,Indianapolis IN,50.9516,52504000,160,4,equian
4787,NewAgeSys,IT Services,New Jersey,Princeton Junction,Trenton-Ewing NJ,49.0186,15139328,160,7,newagesys
4837,Net@Work,IT Services,New York,New York,New York City,47.6897,33230467,160,8,net@work
2616,D4,IT Services,New York,Rochester,Rochester NY,143.7269,18292692,161,4,d4
1018,Gorilla Commerce,Software,Illinois,Chicago,Chicago,437.9196,16125297,162,4,gorilla-commerce
2378,LeafFilter North,Construction,Ohio,Hudson,Akron OH,162.1452,50420165,162,3,leaffilter-north
3404,Summa Technologies,IT Services,Pennsylvania,Pittsburgh,Pittsburgh PA,98.0804,26098590,162,4,summa-technologies
3709,Americollect,Business Products & Services,Wisconsin,Manitowoc,Manitowoc WI,85.8378,11053659,162,6,americollect
4733,MicroPact,Software,Virginia,Herndon,Washington DC,50.8572,20347494,162,10,micropact
3638,Apparatus,IT Services,Indiana,Indianapolis,Indianapolis IN,88.5492,24238143,163,6,apparatus
4258,SparkHound,IT Services,Louisiana,Baton Rouge,Baton Rouge LA,66.0614,24797613,163,3,sparkhound
1266,SnapAV,Manufacturing,North Carolina,Charlotte,Charlotte,342.4448,134427337,164,5,snapav
2887,Intermountain Electronics,Manufacturing,Utah,Price,Price UT,126.5365,68669912,164,2,intermountain-electronics
3230,Nest International,Consumer Products & Services,New Jersey,Gloucester City,Philadelphia,107.3014,62811784,164,4,nest-international
3885,SRS Software,Health,New Jersey,Montvale,New York City,79.2262,23496215,164,4,srs-software
316,Rigid Industries,Manufacturing,Arizona,Gilbert,Phoenix,1463.6408,40092000,165,2,rigid-industries
2136,Society Consulting,Business Products & Services,Washington,Bellevue,Seattle,186.4667,21379156,165,2,society-consulting
2278,MDOL,Health,New Jersey,Parsippany,New York City,170.9567,32401000,165,9,mdol
2317,Alcova Mortgage,Financial Services,Virginia,Roanoke,Roanoke VA,167.527,18944265,165,3,alcova-mortgage
2900,YapStone,Financial Services,California,Walnut Creek,San Francisco,125.6106,88053519,165,7,yapstone
4214,Advisors Mortgage Group,Financial Services,New Jersey,Ocean,New York City,67.75,18951909,165,6,advisors-mortgage-group
4241,Talon,Human Resources,New Jersey,Princeton,Trenton-Ewing NJ,66.6805,17866711,165,7,talon
2566,Solar Universe,Energy,California,Livermore,San Francisco,146.696,57208745,166,2,solar-universe
3739,TekSolv,Business Products & Services,Delaware,Newark,Philadelphia,84.5711,14567727,166,2,teksolv
4921,Fantastic Sams Hair Salons,Retail,Massachusetts,Beverly,Boston,44.8066,16644983,166,5,fantastic-sams-hair-salons
1429,Spreadshirt,Retail,Massachusetts,Boston,Boston,298.5207,37716000,167,4,spreadshirt
3661,CaseStack,Logistics & Transportation,California,Santa Monica,Los Angeles,87.711,117111000,167,7,casestack
3702,Southern Light,Telecommunications,Alabama,Mobile,Mobile AL,85.9408,65427953,167,8,southern-light
1667,Growth Acceleration Partners,Software,Texas,Austin,Austin,252.8518,9655969,168,2,growth-acceleration-partners
1966,MediRevv,Health,Iowa,Coralville,Iowa City IA,206.891,12183573,168,3,medirevv
3589,Ruoff Home Mortgage,Financial Services,Indiana,Fort Wayne,Fort Wayne IN,90.4996,17013205,168,2,ruoff-home-mortgage
1865,Clarity Solution Group,IT Services,Illinois,Chicago,Chicago,220.3849,49365052,169,6,clarity-solution-group
4389,Cosentry,IT Services,Nebraska,Omaha,Omaha-Council Bluffs NE-IA,61.7783,34350290,169,8,cosentry
4390,PreCheck,Health,Texas,Houston,Houston,61.7117,19439277,169,2,precheck
411,Knight Solutions,Government Services,Virginia,Leesburg,Washington DC,1150.4753,16187990,170,2,knight-solutions
544,Timberhorn,IT Services,Texas,Frisco,Dallas,882.6252,16734500,170,2,timberhorn
3245,DWA,Media,California,San Francisco,San Francisco,106.5823,17823217,170,1,dwa
4588,Fox World Travel,Travel & Hospitality,Wisconsin,Oshkosh,Fond du Lac WI,55.1651,17941146,170,2,fox-world-travel
4812,Arborwell,Environmental Services,California,Hayward,San Francisco,48.3048,21237568,170,8,arborwell
1373,York Enterprise Solutions,IT Services,Illinois,Westchester,Chicago,312.3132,40435000,171,4,york-enterprise-solutions
2812,Investar Holding,Financial Services,Louisiana,Baton Rouge,Baton Rouge LA,131.4315,22472000,171,1,investar-holding
3640,GaN,Government Services,Alabama,Huntsville,Huntsville AL,88.4614,19015685,171,6,gan
3929,Kasa Companies,Manufacturing,Kansas,Salina,,77.1581,28730800,171,2,kasa-companies
1167,Zija International,Consumer Products & Services,Utah,Lehi,Provo-Orem UT,375.283,144281643,172,2,zija-international
2323,Ettain Group,IT Services,North Carolina,Charlotte,Charlotte,167.021,114753503,172,4,ettain-group
3257,NutraClick,Health,Massachusetts,Boston,Boston,105.9115,65475282,172,1,nutraclick
3906,Milk + Honey,Consumer Products & Services,Texas,Austin,Austin,78.378,8281083,172,5,milk-honey
1383,AASKI Technology,Engineering,New Jersey,Ocean,New York City,309.7885,51131534,173,4,aaski-technology
2618,B3 Solutions,Government Services,Florida,Jacksonville,Jacksonville FL,143.6784,33282521,173,4,b3-solutions
3487,IQMS,Software,California,Paso Robles,San Luis Obispo-Paso Robles CA,94.7125,32225581,173,4,iqms
3588,Smilebuilderz,Health,Pennsylvania,Lancaster,Lancaster PA,90.6501,17383100,173,4,smilebuilderz
233,SendGrid,Software,Colorado,Boulder,Boulder CO,1944.7493,28906069,174,1,sendgrid
668,InfoFree,Business Products & Services,California,San Mateo,San Francisco,685.4603,7509000,174,2,infofree
856,JetSuite,Logistics & Transportation,California,Irvine,Los Angeles,526.7349,46510000,174,1,jetsuite
2588,Billtrust,Financial Services,New Jersey,Hamilton,Trenton-Ewing NJ,145.1833,61462200,174,8,billtrust
3029,Linktech Worldwide,Advertising & Marketing,California,Beverly Hills,Los Angeles,117.7373,12239029,174,3,linktech-worldwide
4013,Audigy Group,Health,Washington,Vancouver,Portland OR,74.3475,29717530,174,6,audigy-group
4057,myMatrixx,Health,Florida,Tampa,Tampa,73.0241,84830235,174,6,mymatrixx
4578,ReadyTalk,Telecommunications,Colorado,Denver,Denver,55.5832,33714269,174,5,readytalk
73,Main Street Hub,Advertising & Marketing,Texas,Austin,Austin,4625.3168,9157664,175,1,main-street-hub
627,Branding Brand,Software,Pennsylvania,Pittsburgh,Pittsburgh PA,744.3667,12130721,175,2,branding-brand
1571,ISHPI,IT Services,South Carolina,Mount Pleasant,Charleston-North Charleston SC,271.1548,22810723,175,4,ishpi
1917,Bear Construction Company,Construction,Illinois,Rolling Meadows,Chicago,212.6976,132595158,175,3,bear-construction-company
2094,Lease A Sales Rep,Business Products & Services,North Carolina,Raleigh,Raleigh-Cary NC,190.9434,15775095,175,5,lease-a-sales-rep
2173,Nexgen Wireless,Telecommunications,Illinois,Schaumburg,Chicago,182.6688,16092173,175,4,nexgen-wireless
2176,HPI,Energy,Texas,Houston,Houston,182.44,200972391,175,2,hpi
2642,Qualitel,Manufacturing,Washington,Everett,Seattle,141.9684,40370000,175,1,qualitel
3972,DataStaff,Human Resources,North Carolina,Raleigh,Raleigh-Cary NC,75.8619,18729833,175,1,datastaff
4312,iSi Environmental,Environmental Services,Kansas,Wichita,Wichita KS,64.5109,17694564,175,7,isi-environmental
32,Axtria,IT Services,New Jersey,Berkeley Heights,New York City,7351.2959,8963909,176,1,axtria
1822,Mark Cerrone,Construction,New York,Niagara Falls,Buffalo-Niagara Falls NY,226.6752,62011409,176,1,mark-cerrone
1595,Ustream,Media,California,San Francisco,San Francisco,267.03,21886000,177,2,ustream
2575,Bronto Software,Software,North Carolina,Durham,Durham NC,146.0027,27382881,177,6,bronto-software
2946,Bankers Healthcare Group,Financial Services,Florida,Southwest Ranches,Miami,122.535,61332289,177,8,bankers-healthcare-group
4845,Power-Tek,Government Services,Maryland,Rockville,Washington DC,47.4484,28507567,177,5,power-tek
4278,Buchanan & Edwards,IT Services,Virginia,Arlington,Washington DC,65.4454,32905024,178,5,buchanan-edwards
1337,enVista,Logistics & Transportation,Indiana,Carmel,Indianapolis IN,323.1678,52470768,179,4,envista
2049,Crown Laboratories,Manufacturing,Tennessee,Johnson City,Johnson City TN,197.165,16211128,179,2,crown-laboratories
4438,ITsavvy,IT Services,Illinois,Addison,Chicago,59.9639,133921947,179,6,itsavvy
133,Prolim,IT Services,Michigan,Farmington Hills,Detroit,2756.9034,5129970,180,2,prolim
700,SPARC,Software,South Carolina,Charleston,Charleston-North Charleston SC,645.7488,20363237,180,2,sparc
772,Titan Protection and Consulting,Security,Kansas,Overland Park,Kansas City MO-KS,591.1261,3197640,180,2,titan-protection-and-consulting
1353,One Technologies,Consumer Products & Services,Texas,Dallas,Dallas,318.1758,249922536,180,8,one-technologies
1604,Home Base Appraisal Management,Real Estate,Utah,West Jordan,Salt Lake City,265.4152,3347463,180,1,home-base-appraisal-management
2619,Systech International,Software,New Jersey,Cranbury,Trenton-Ewing NJ,143.448,41410084,180,1,systech-international
2683,Barrett Distribution,Logistics & Transportation,Massachusetts,Franklin,Boston,139.9365,39508707,180,6,barrett-distribution
2967,Baldwin Risk Partners,Insurance,Florida,Tampa,Tampa,121.5313,15671743,180,1,baldwin-risk-partners
3203,Treo Solutions,Health,New York,Troy,Albany-Schenectady-Troy NY,108.7255,28873000,180,8,treo-solutions
3219,Little Sunshine's Playhouse,Education,Missouri,Springfield,Springfield MO,107.8446,5887026,180,1,little-sunshines-playhouse
3385,Sriven Systems,IT Services,New York,Melville,New York City,98.9745,26820857,180,6,sriven-systems
3756,Jade Global,IT Services,California,San Jose,San Jose,83.7044,15035072,180,4,jade-global
4106,AMP Group,Retail,Florida,Orlando,Orlando FL,71.1506,66957023,180,1,amp-group
4688,HY Connect,Advertising & Marketing,Illinois,Chicago,Chicago,52.21,20824161,180,1,hy-connect
4884,Simplion Technologies,IT Services,California,Milpitas,San Jose,46.3026,11617578,180,6,simplion-technologies
725,rateGenius,Financial Services,Texas,Austin,Austin,628.3077,32262219,181,1,rategenius
2738,Black Elk Energy,Energy,Texas,Houston,Houston,136.4096,258008000,181,3,black-elk-energy
1660,Zoosk,Consumer Products & Services,California,San Francisco,San Francisco,254.3802,178232000,182,1,zoosk
1762,Western Window Systems,Manufacturing,Arizona,Phoenix,Phoenix,235.665,28216000,182,1,western-window-systems
3110,Choicelunch,Food & Beverage,California,San Ramon,San Francisco,113.6295,17882083,182,6,choicelunch
4182,InVue Security,Security,North Carolina,Charlotte,Charlotte,68.704,113911890,182,5,invue-security
4268,MotionPoint,IT Services,Florida,Coconut Creek,Miami,65.7133,36824258,182,7,motionpoint
4691,Resolvit,IT Services,Virginia,Vienna,Washington DC,52.1616,23944000,182,4,resolvit
362,WebPT,Software,Arizona,Phoenix,Phoenix,1316.1156,17077236,183,2,webpt
1961,InsideView Technologies,Software,California,San Francisco,San Francisco,207.1145,12748677,183,1,insideview-technologies
4041,Technical Resources International,Health,Maryland,Bethesda,Washington DC,73.4694,32706873,183,5,technical-resources-international
4201,Health Market Science,IT Services,Pennsylvania,King of Prussia,Philadelphia,68.0431,40458508,183,7,health-market-science
4719,BlueWater Technologies Group,Business Products & Services,Michigan,Southfield,Detroit,51.2143,69007546,183,3,bluewater-technologies-group
1141,OneKreate,Advertising & Marketing,Florida,Hollywood,Miami,386.4638,63143000,185,2,onekreate
1321,MIndseeker,IT Services,Virginia,Ashburn,Washington DC,325.437,18012459,185,4,mindseeker
1374,Knowledgent Group,IT Services,New Jersey,Warren,New York City,312.2148,47036251,185,1,knowledgent-group
1906,Sportech,Manufacturing,Minnesota,Elk River,Minneapolis,215.5635,60777471,185,1,sportech
1910,Andromeda Systems,Engineering,Virginia,Virginia Beach,Virginia Beach-Norfolk-Newport News VA-NC,214.5293,20871148,185,5,andromeda-systems
2293,OpTech,IT Services,Michigan,Troy,Detroit,170.0541,22960000,185,6,optech
2454,Source Logistics,Logistics & Transportation,California,Montebello,Los Angeles,155.9628,31803711,185,4,source-logistics
3717,Trans-Expedite,Logistics & Transportation,Texas,El Paso,El Paso TX,85.4995,49110562,185,4,trans-expedite
3791,GL Group,Education,Missouri,St. Louis,St. Louis MO-IL,82.4244,90119422,185,6,gl-group
4603,XpertTech,IT Services,Massachusetts,Woburn,Boston,54.7398,9310687,185,5,xperttech
354,LabTech Software,Software,Florida,Tampa,Tampa,1331.3266,34863009,186,2,labtech-software
465,Coupa Software,Software,California,San Mateo,San Francisco,1023.228,23180135,186,1,coupa-software
2537,Transportation Insight,Logistics & Transportation,North Carolina,Hickory,Hickory-Lenoir-Morganton NC,148.6809,689065000,186,7,transportation-insight
4288,Latisys,IT Services,Colorado,Englewood,Denver,65.0248,88181000,186,6,latisys
2725,Emerald Isle Landscaping,Construction,Colorado,Denver,Denver,137.4238,7511542,187,2,emerald-isle-landscaping
4246,Client Solution Architects,Business Products & Services,Pennsylvania,Mechanicsburg,Harrisburg-Carlisle PA,66.4588,32763252,187,3,client-solution-architects
308,Softhq,IT Services,California,San Diego,San Diego,1496.7527,16058111,188,1,softhq
2503,Connect Wireless,Telecommunications,Idaho,Boise,Boise City-Nampa ID,151.568,26220323,188,1,connect-wireless
3160,Credera,IT Services,Texas,Addison,Dallas,110.9992,31124950,188,3,credera
4690,AOC Solutions,Financial Services,Virginia,Chantilly,Washington DC,52.1562,42665602,188,6,aoc-solutions
4886,Murgado Automotive Group,Retail,Florida,Miami,Miami,46.1756,141102052,188,1,murgado-automotive-group
2311,Blue Fountain Media,Advertising & Marketing,New York,New York,New York City,168.4419,16374118,190,4,blue-fountain-media
2723,ProPharma Group,Health,Kansas,Overland Park,Kansas City MO-KS,137.5288,35733887,190,1,propharma-group
2730,PRISM Response,Environmental Services,Pennsylvania,Export,Pittsburgh PA,137.0437,21334019,190,1,prism-response
3394,Buckeye Home Health Care,Health,Ohio,Dayton,Dayton OH,98.6081,9015850,190,2,buckeye-home-health-care
3401,Morgan-White Group,Insurance,Mississippi,Jackson,Jackson MS,98.2155,109447768,190,4,morgan-white-group
3540,FlexPrint,Business Products & Services,Arizona,Mesa,Phoenix,92.4198,38026000,190,5,flexprint
2,Quest Nutrition,Food & Beverage,California,El Segundo,Los Angeles,57347.9246,82640563,191,1,quest-nutrition
1971,Star2Star Communications,Telecommunications,Florida,Sarasota,Sarasota-Bradenton-Venice FL,206.2425,33161488,191,4,star2star-communications
3591,Vology,Computer Hardware,Florida,Oldsmar,Tampa,90.4671,128294891,191,9,vology
96,American Care Partners,Health,Virginia,Falls Church,Washington DC,3656.7915,6580396,192,1,american-care-partners
1520,Rimm-Kaufman Group,Advertising & Marketing,Virginia,Charlottesville,Charlottesville VA,281.7941,22285853,193,4,rimm-kaufman-group
4554,AppRiver,IT Services,Florida,Gulf Breeze,Pensacola-Ferry Pass-Brent FL,56.2359,43596085,193,8,appriver
783,InDemand Interpreting,Health,Washington,Tukwila,Seattle,580.59,6361740,194,3,indemand-interpreting
3408,Solectria Renewables,Energy,Massachusetts,Lawrence,Boston,97.883,61121303,194,1,solectria-renewables
3669,U.S. Gas & Electric,Energy,Florida,Miramar,Miami,87.5108,318306313,194,6,us-gas-electric
681,ERP International,Government Services,Maryland,Laurel,Washington DC,666.3545,32731000,195,2,erp-international
1668,BlackLine Systems,Software,California,Los Angeles,Los Angeles,252.7811,36557497,195,7,blackline-systems
1871,Mainstream Boutique,Retail,Minnesota,Minneapolis,Minneapolis,219.1735,11342064,195,2,mainstream-boutique
3846,TTS,Logistics & Transportation,Texas,Frisco,Dallas,80.2247,515427499,196,5,tts
4502,Dataprise,IT Services,Maryland,Rockville,Washington DC,57.6492,27251806,196,9,dataprise
1425,SMRC,Government Services,Virginia,Sterling,Washington DC,299.5776,11837259,197,3,smrc
3910,Integrated Resources,Human Resources,New Jersey,Edison,New York City,78.2282,21014828,197,8,integrated-resources
2066,TigerSpike,Media,New York,New York,New York City,194.4633,17309368,198,2,tigerspike
3300,Bowman's Works,Construction,Tennessee,Oakland,Memphis TN-MS-AR,102.7301,30129324,198,3,bowmans-works
2393,AmeriQuest Business Services,Business Products & Services,New Jersey,Cherry Hill,Philadelphia,160.8724,1052691617,199,8,ameriquest-business-services
2985,Wildman Business Group,Business Products & Services,Indiana,Warsaw,Warsaw IN,120.0826,37375836,199,1,wildman-business-group
3137,Smarsh,Software,Oregon,Portland,Portland OR,112.4402,31541000,199,7,smarsh
30,HighPoint Global,Business Products & Services,Indiana,Indianapolis,Indianapolis IN,7638.5408,95810719,200,1,highpoint-global
110,Multicoreware,Software,California,Sunnyvale,San Jose,3322.105,7686082,200,1,multicoreware
132,29 Prime,Advertising & Marketing,California,Irvine,Los Angeles,2790.9199,20289054,200,3,29-prime
258,Jeunesse Global,Consumer Products & Services,Florida,Altamonte Springs,Orlando FL,1787.997,224009679,200,1,jeunesse-global
607,VForce Infotech,IT Services,New Jersey,Iselin,New York City,782.9693,16490000,200,1,vforce-infotech
1827,Imacuclean Cleaning Services,Business Products & Services,New York,New York,New York City,225.9706,3850247,200,1,imacuclean-cleaning-services
2273,AvidXchange,Software,North Carolina,Charlotte,Charlotte,171.6374,18332017,200,4,avidxchange
2474,SBS Group,IT Services,New Jersey,Edison,New York City,154.4141,25360000,200,3,sbs-group
2702,Integration Partners,IT Services,Massachusetts,Lexington,Boston,138.6337,96544023,200,7,integration-partners
2781,Meathead Movers,Logistics & Transportation,California,San Luis Obispo,San Luis Obispo-Paso Robles CA,133.3278,7245632,200,3,meathead-movers
2832,Sage Environmental Consulting,Environmental Services,Texas,Austin,Austin,130.2119,46087769,200,8,sage-environmental-consulting
3119,XIFIN,Software,California,San Diego,San Diego,113.1431,37744614,200,8,xifin
3643,TekLinks,IT Services,Alabama,Birmingham,Birmingham-Hoover AL,88.4134,100759678,200,8,teklinks
4365,Drexel Building Supply,Construction,Wisconsin,Campbellsport,Beaver Dam WI,62.6914,86791000,200,5,drexel-building-supply
4708,Stemtech International,Consumer Products & Services,Florida,Pembroke Pines,Miami,51.4872,62696000,200,3,stemtech-international
4849,Interior Investments,Business Products & Services,Illinois,Lincolnshire,Chicago,47.3346,129348000,200,2,interior-investments
4963,SkillStorm,IT Services,Florida,Fort Lauderdale,Miami,43.6962,18380696,200,3,skillstorm
1780,eVestment,Financial Services,Georgia,Marietta,Atlanta,232.9052,56118000,201,8,evestment
3193,Advanced Chemical Transport,Environmental Services,California,Sunnyvale,San Jose,109.3661,40189817,201,5,advanced-chemical-transport
1958,Symphony Placements,Human Resources,Maryland,Cockeysville,Baltimore,207.3102,3658875,202,1,symphony-placements
3092,Improving Enterprises,IT Services,Texas,Addison,Dallas,114.7202,27475857,202,6,improving-enterprises
3974,4Wall Lighting,Business Products & Services,Nevada,Las Vegas,Las Vegas-Paradise NV,75.7503,59381638,202,5,4wall-lighting
1110,IMS - Internet Media Services,Advertising & Marketing,Florida,Miami,Miami,400.4386,104318756,204,2,ims---internet-media-services
4409,KAYA Associates,Government Services,Alabama,Huntsville,Huntsville AL,61.1789,29602740,204,4,kaya-associates
769,Landpoint,Engineering,Louisiana,Bossier City,Shreveport-Bossier City LA,592.9637,32992000,205,3,landpoint
789,DayNine Consulting,Business Products & Services,California,Pleasanton,San Francisco,579.0108,26460806,205,1,daynine-consulting
1622,Deegit,IT Services,Illinois,Schaumburg,Chicago,262.5594,21474036,205,4,deegit
2000,SmartWatt Energy,Energy,New York,Ballston Lake,Albany-Schenectady-Troy NY,203.3625,48778380,205,3,smartwatt-energy
2982,National Systems Consulting,IT Services,Texas,Plano,Dallas,120.518,23397205,205,4,national-systems-consulting
4071,Purchasing Power,Business Products & Services,Georgia,Atlanta,Atlanta,72.6326,243221369,205,7,purchasing-power
629,Kendra Scott,Retail,Texas,Austin,Austin,740.7748,11602692,206,2,kendra-scott
732,TeleWorld Solutions,Telecommunications,Virginia,Chantilly,,624.9398,18051000,206,1,teleworld-solutions
815,OGSystems,Government Services,Virginia,Chantilly,Washington DC,558.3478,55591774,207,3,ogsystems
2336,IT America,IT Services,New Jersey,Edison,New York City,166.3165,16930538,209,3,it-america
1010,Unitrends,IT Services,South Carolina,Columbia,Columbia SC,441.1668,54398909,210,4,unitrends
1677,Inspirage,Business Products & Services,Washington,Bellevue,Seattle,251.2797,35135000,210,1,inspirage
1759,Integrity Services,Business Products & Services,Massachusetts,Stoneham,Boston,236.7135,7462156,210,1,integrity-services
2283,AST,IT Services,Illinois,Naperville,Chicago,170.3647,50269520,210,3,ast
2971,Blue Armor Security Services,Security,Texas,San Antonio,San Antonio TX,121.1518,4540605,210,3,blue-armor-security-services
3028,Nature's Variety,Consumer Products & Services,Missouri,St. Louis,St. Louis MO-IL,117.7358,95805461,210,1,natures-variety
3637,King Retail Solutions,Real Estate,Oregon,Eugene,Eugene-Springfield OR,88.5467,29969982,210,1,king-retail-solutions
4215,TechAspect Solutions,IT Services,California,Fremont,Allegan MI,67.6985,10622193,210,2,techaspect-solutions
4716,SOAProjects,Financial Services,California,Mountain View,San Jose,51.2845,15483970,210,5,soaprojects
1385,Lumenate,IT Services,Texas,Addison,Dallas,309.5329,150614000,211,5,lumenate
2861,HealthcareSource,Health,Massachusetts,Woburn,Boston,128.5178,40210000,211,2,healthcaresource
4072,Bomgar,Software,Mississippi,Ridgeland,Jackson MS,72.6261,48736205,211,6,bomgar
617,Fruition Partners,IT Services,Illinois,Chicago,Chicago,758.6166,30069663,212,2,fruition-partners
2640,Jet Linx Aviation,Travel & Hospitality,Nebraska,Omaha,Omaha-Council Bluffs NE-IA,142.1698,47412000,212,1,jet-linx-aviation
4577,Location Labs,Software,California,Emeryville,San Francisco,55.6241,27256000,212,5,location-labs
517,Cimation,Energy,Texas,Houston,Houston,910.9181,46660976,213,3,cimation
2945,Cumberland Consulting Group,IT Services,Tennessee,Franklin,Nashville,122.599,40306000,213,6,cumberland-consulting-group
4911,Codeworks,IT Services,Wisconsin,Brookfield,Milwaukee-Waukesha-West Allis WI,45.3884,26824215,213,8,codeworks
2365,McLean Mortgage,Real Estate,Virginia,Fairfax,Washington DC,163.9234,37752662,214,1,mclean-mortgage
3754,Valkyrie Enterprises,Government Services,Virginia,Virginia Beach,Virginia Beach-Norfolk-Newport News VA-NC,83.8888,26894595,214,3,valkyrie-enterprises
4460,Keller Williams Realty International,Real Estate,Texas,Austin,Austin,59.0869,190918465,214,6,keller-williams-realty-international
1236,StrategicHealthSolutions,Government Services,Nebraska,Omaha,Omaha-Council Bluffs NE-IA,352.2158,29167720,215,2,strategichealthsolutions
3309,Universal Consulting Services,Government Services,Virginia,Fairfax,Washington DC,102.2587,37480000,215,7,universal-consulting-services
4476,Ferreira Construction Co.,Construction,New Jersey,Branchburg,New York City,58.6738,124284775,215,1,ferreira-construction-co
2358,Green Bancorp,Financial Services,Texas,Houston,Houston,164.5856,57042000,216,1,green-bancorp
3748,Patriot Risk Services,Insurance,Florida,Fort Lauderdale,Miami,84.3033,26268611,217,1,patriot-risk-services
852,Technatomy,Government Services,Virginia,Fairfax,Washington DC,527.6771,68521887,218,6,technatomy
1024,Inthinc,Telecommunications,Utah,Salt Lake City,Salt Lake City,435.5514,44308383,218,5,inthinc
1075,C1 Bank,Financial Services,Florida,St. Petersburg,Tampa,414.1234,70147000,219,2,c1-bank
4110,Steven Douglas Associates,Human Resources,Florida,Fort Lauderdale,Miami,71.014,30184886,219,3,steven-douglas-associates
318,Lolly Wolly Doodle,Retail,North Carolina,Lexington,Thomasville-Lexington NC,1451.9855,11601976,220,1,lolly-wolly-doodle
449,OBXtek,Government Services,Virginia,Tysons Corner,Washington DC,1065.0729,37899110,220,3,obxtek
1781,Netronome,Software,California,Santa Clara,San Jose,232.771,37791848,220,2,netronome
2313,Tiempo Development,Software,Arizona,Tempe,Phoenix,167.9188,8599801,220,4,tiempo-development
3375,Aspen Aerogels,Energy,Massachusetts,Northborough,Worcester MA,99.2502,86094000,220,2,aspen-aerogels
3729,Junction Solutions,IT Services,Colorado,Denver,Denver,84.8983,50805211,220,2,junction-solutions
4138,ERP Analysts,IT Services,Ohio,Dublin,Columbus OH,70.1264,35069498,220,6,erp-analysts
4598,Idera,Software,Texas,Houston,Houston,54.9486,43545372,220,3,idera
4876,Eco-Chic Consignments,Retail,Arizona,Phoenix,Phoenix,46.5429,24042724,220,6,eco-chic-consignments
